M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Total_Sales,Date
0.0,0.0,0.0,0.6,3.0,0.0,0.0,0.0,2014,1,20,Saturday,3.6,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Saturday,0.0,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Saturday,0.0,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Saturday,0.0,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Sunday,0.0,2014-01-05
1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2014,1,8,Sunday,5.0,2014-01-05
0.0,0.0,1.0,5.2,2.0,0.0,0.0,0.0,2014,1,9,Sunday,8.2,2014-01-05
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2014,1,10,Sunday,4.0,2014-01-05
0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,2014,1,11,Sunday,8.0,2014-01-05
1.0,2.0,2.0,12.9,3.0,0.0,0.0,0.0,2014,1,12,Sunday,20.9,2014-01-05
2.0,1.0,3.0,12.0,2.0,0.0,0.0,0.0,2014,1,13,Sunday,20.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,14,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,15,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,17,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,20,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Sunday,0.0,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Monday,0.0,2014-01-06
0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,2014,1,8,Monday,2.4,2014-01-06
0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2014,1,9,Monday,6.0,2014-01-06
0.0,0.0,1.0,0.3,0.0,0.0,3.0,0.0,2014,1,10,Monday,4.3,2014-01-06
0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,2014,1,11,Monday,8.0,2014-01-06
1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,2014,1,12,Monday,9.0,2014-01-06
1.0,0.0,0.0,8.0,1.0,2.0,0.0,1.0,2014,1,13,Monday,13.0,2014-01-06
2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,1,14,Monday,5.0,2014-01-06
1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2014,1,15,Monday,7.0,2014-01-06
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2014,1,16,Monday,0.5,2014-01-06
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,1,17,Monday,3.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,20,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Monday,0.0,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,8,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,9,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,10,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,11,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,12,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,13,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,14,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,15,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,17,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,20,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Tuesday,0.0,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Wednesday,0.0,2014-01-08
1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2014,1,8,Wednesday,6.0,2014-01-08
0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,1,9,Wednesday,6.0,2014-01-08
0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2014,1,10,Wednesday,4.0,2014-01-08
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,1,11,Wednesday,4.0,2014-01-08
0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2014,1,12,Wednesday,5.0,2014-01-08
0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,2014,1,13,Wednesday,10.0,2014-01-08
0.33,0.0,0.0,10.2,2.0,0.0,0.0,0.0,2014,1,14,Wednesday,12.53,2014-01-08
1.0,0.0,0.0,2.4,1.0,1.0,0.0,0.0,2014,1,15,Wednesday,5.4,2014-01-08
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Wednesday,2.0,2014-01-08
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2014,1,17,Wednesday,0.8,2014-01-08
1.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,2014,1,18,Wednesday,12.0,2014-01-08
0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,2014,1,19,Wednesday,3.5,2014-01-08
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2014,1,20,Wednesday,2.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014,1,21,Wednesday,2.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Wednesday,0.0,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,7,Thursday,1.0,2014-01-09
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,8,Thursday,1.0,2014-01-09
0.0,0.34,0.0,5.0,1.0,0.0,0.0,0.0,2014,1,9,Thursday,6.34,2014-01-09
0.0,0.34,0.0,0.0,0.0,0.0,0.0,1.0,2014,1,10,Thursday,1.34,2014-01-09
1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2014,1,11,Thursday,8.0,2014-01-09
0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2014,1,12,Thursday,4.0,2014-01-09
1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2014,1,13,Thursday,8.0,2014-01-09
1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2014,1,14,Thursday,5.0,2014-01-09
0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,1,15,Thursday,6.0,2014-01-09
2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,1,16,Thursday,5.0,2014-01-09
0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2014,1,17,Thursday,4.0,2014-01-09
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Thursday,2.0,2014-01-09
0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2014,1,19,Thursday,8.0,2014-01-09
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,1,20,Thursday,3.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Thursday,0.0,2014-01-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2014,1,8,Friday,4.0,2014-01-10
1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2014,1,9,Friday,5.0,2014-01-10
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2014,1,10,Friday,3.0,2014-01-10
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2014,1,11,Friday,3.0,2014-01-10
0.0,0.0,0.0,10.3,1.0,1.0,0.0,0.0,2014,1,12,Friday,12.3,2014-01-10
2.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,2014,1,13,Friday,17.0,2014-01-10
0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2014,1,14,Friday,10.0,2014-01-10
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2014,1,15,Friday,3.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Friday,0.0,2014-01-10
0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2014,1,17,Friday,13.0,2014-01-10
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,18,Friday,3.0,2014-01-10
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,1,19,Friday,2.0,2014-01-10
0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2014,1,20,Friday,6.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Friday,0.0,2014-01-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2014,1,7,Saturday,0.3,2014-01-11
0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,2014,1,8,Saturday,11.0,2014-01-11
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2014,1,9,Saturday,3.0,2014-01-11
0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2014,1,10,Saturday,3.0,2014-01-11
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,2014,1,11,Saturday,3.2,2014-01-11
1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,2014,1,12,Saturday,9.0,2014-01-11
1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,1,13,Saturday,4.0,2014-01-11
0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2014,1,14,Saturday,5.0,2014-01-11
1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2014,1,15,Saturday,5.0,2014-01-11
1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2014,1,16,Saturday,9.0,2014-01-11
0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2014,1,17,Saturday,6.0,2014-01-11
0.0,0.34,2.4,1.0,1.0,0.0,0.0,0.0,2014,1,18,Saturday,4.74,2014-01-11
1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2014,1,19,Saturday,17.0,2014-01-11
0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2014,1,20,Saturday,7.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Saturday,0.0,2014-01-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,8,Sunday,0.0,2014-01-12
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2014,1,9,Sunday,2.0,2014-01-12
1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2014,1,10,Sunday,8.0,2014-01-12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,11,Sunday,1.0,2014-01-12
1.0,0.33,1.5,5.0,2.0,0.0,1.0,1.0,2014,1,12,Sunday,11.83,2014-01-12
0.0,0.33,0.0,3.0,1.0,0.0,0.0,0.0,2014,1,13,Sunday,4.33,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,14,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,15,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,17,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Sunday,0.0,2014-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Sunday,0.0,2014-01-12
